#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:35:48 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfdcb5f39b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&key:source=J/A+A/618/A93/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93/table1
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=r50
#-out=Nstars
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=plx
#-out=s_plx
#-out=e_plx
#-out=dmode
#-out=dmode+01
#-out=dmode-01
#-out=X
#-out=Y
#-out=Z
#-out=Rgc
#-out=SimbadName
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Table	J_A_A_618_A93_table1:
#Name: J/A+A/618/A93/table1
#Title: Summary of mean parameters for the OCs characterised in this study
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	RAJ2000	(F7.3)	[] Mean right ascension of members (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Mean declination of members (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F7.3)	Mean Galactic longitude of members (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Mean Galactic latitude of members (b)	[ucd=pos.galactic.lat]
#Column	r50	(F6.3)	Radius containing half the members (r50)	[ucd=phys.angSize;src]
#Column	Nstars	(I4)	Number of members (probability over 0.5) (nbstars)	[ucd=meta.number]
#Column	pmRA	(F7.3)	Mean proper motion along RA of members (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F6.3)	Standard deviation of pmRA of members (sigpmra)	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members(pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F6.3)	Standard deviation of pmdec of members (sigpmdec)	[ucd=stat.stdev]
#Column	plx	(F6.3)	Mean parallax of members (par)	[ucd=pos.parallax.trig]
#Column	s_plx	(F6.3)	Standard deviation of parallax of members (sigpar)	[ucd=stat.stdev;pos.parallax]
#Column	e_plx	(F6.3)	Standard deviation of parallax of members over square root of nbstars (uncertpar)	[ucd=stat.error;pos.parallax]
#Column	dmode	(F7.1)	Most likely distance (dmode)	[ucd=pos.distance]
#Column	dmode+01	(F6.1)	Distance if +0.1mas added to parallax (dmodePLUS01)	[ucd=pos.distance]
#Column	dmode-01	(F7.1)	? Distance if -0.1mas added to parallax null if mean parallax under 0.1mas (dmodeMINUS01)	[ucd=pos.distance]
#Column	X	(F8.1)	X coordinate in Galactic coordinates (X)	[ucd=pos.cartesian.x;pos.galactic]
#Column	Y	(F8.1)	Y coordinate in Galactic coordinates (Y)	[ucd=pos.cartesian.y;pos.galactic]
#Column	Z	(F7.1)	Z coordinate in Galactic coordinates (Z)	[ucd=pos.cartesian.z;pos.galactic]
#Column	Rgc	(F7.1)	Distance from Galactic centre assuming the Sun is at 8340pc (Rgc)	[ucd=pos.distance]
#Column	SimbadName	(a25)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Cluster;RAJ2000;DEJ2000;GLON;GLAT;r50;Nstars;pmRA;s_pmRA;pmDE;s_pmDE;plx;s_plx;e_plx;dmode;dmode+01;dmode-01;X;Y;Z;Rgc;SimbadName
127.90700;-41.78400;ESO_313_03       ;127.907;-41.784;260.422; -1.311; 0.015;  11; -3.189; 0.228;  3.492; 0.183; 0.163; 0.069; 0.017; 5199.6;3420.5;10836.4;  -864.9; -5125.8; -118.9;10535.9;ESO 313-03
116.08600;-34.62800;ESO_368_11       ;116.086;-34.628;249.378; -5.252; 0.051; 113; -0.853; 0.112;  2.278; 0.140; 0.429; 0.042; 0.004; 2181.7;1791.0; 2790.3;  -765.2; -2033.4; -199.7; 9329.4;ESO 368-11
116.75100;-32.95900;ESO_368_14       ;116.751;-32.959;248.201; -3.944; 0.026;  37; -1.938; 0.167;  3.561; 0.145; 0.222; 0.062; 0.009; 3986.3;2850.5; 6625.6; -1476.8; -3692.4; -274.2;10488.3;ESO 368-14
133.24800;-35.47600;ESO_371_25       ;133.248;-35.476;258.009;  5.854; 0.023;  61; -2.429; 0.107;  1.749; 0.146; 0.134; 0.074; 0.010; 6114.9;3794.8;15787.5; -1263.8; -5950.3;  623.7;11297.8;ESO 371-25
265.92300;-34.20300;ESO_393_15       ;265.923;-34.203;355.293; -2.401; 0.091;  22;  0.748; 0.144; -0.489; 0.184; 0.315; 0.053; 0.012; 2903.1;2250.2; 4089.4;  2890.7;  -238.0; -121.6; 5454.5;ESO 393-15
112.17600;-20.80700;ESO_559_13       ;112.176;-20.807;235.594; -1.564; 0.025;  17; -1.402; 0.097;  1.721; 0.106; 0.400; 0.034; 0.007; 2333.2;1891.7; 3043.5; -1317.9; -1924.3;  -63.7; 9847.7;ESO 559-13
270.56000;-21.92200;ESO_589_26       ;270.560;-21.922;  7.947;  0.323; 0.031; 102; -0.216; 0.155; -2.695; 0.118; 0.336; 0.055; 0.006; 2738.3;2149.5; 3771.3;  2711.9;   378.6;   15.5; 5640.8;ESO 589-26
282.66700;-04.15800;FSR_0088         ;282.667;-04.158; 29.143; -1.723; 0.067; 250; -1.589; 0.165; -4.126; 0.131; 0.233; 0.085; 0.005; 3809.4;2760.3; 6154.7;  3325.7;  1854.3; -114.6; 5346.2;[FSR2007]  0088
287.91100;+12.03700;FSR_0123         ;287.911;+12.037; 45.929;  1.057; 0.042; 158; -1.211; 0.126; -4.162; 0.125; 0.175; 0.060; 0.006; 4891.7;3285.0; 9595.6;  3401.8;  3514.0;   90.3; 6060.8;[FSR2007]  0123
292.44800;+15.56100;FSR_0133         ;292.448;+15.561; 51.111; -1.174; 0.072; 316; -2.370; 0.209; -4.576; 0.217; 0.099; 0.124; 0.008; 7821.2;4389.0;36074.9;  4909.2;  6086.5; -160.2; 6986.8;[FSR2007]  0133
297.00900;+23.35300;FSR_0154         ;297.009;+23.353; 60.010; -1.088; 0.046; 110; -1.601; 0.100; -4.133; 0.105; 0.211; 0.079; 0.008; 4168.3;2942.4; 7156.0;  2083.1;  3609.6;  -79.2; 7223.4;[FSR2007]  0154
296.99000;+26.04000;FSR_0158         ;296.990;+26.040; 62.320;  0.284; 0.018;  27; -2.748; 0.102; -5.432; 0.093; 0.139; 0.072; 0.014; 5958.9;3733.3;14693.2;  2768.0;  5276.8;   29.6; 7674.1;[FSR2007]  0158
299.54600;+26.76100;FSR_0165         ;299.546;+26.761; 64.115; -1.310; 0.066;  87; -2.782; 0.134; -5.558; 0.142; 0.376; 0.060; 0.007; 2469.0;1980.0; 3278.9;  1077.6;  2220.7;  -56.4; 7594.3;[FSR2007]  0165
303.38500;+25.43000;FSR_0166         ;303.385;+25.430; 64.837; -4.934; 0.051;  81; -4.191; 0.093; -6.659; 0.153; 0.331; 0.056; 0.007; 2774.0;2171.8; 3842.1;  1175.1;  2501.5; -238.6; 7589.0;[FSR2007]  0166
301.21800;+27.05700;FSR_0167         ;301.218;+27.057; 65.154; -2.420; 0.067;  62;  0.102; 0.133; -1.830; 0.096; 0.533; 0.042; 0.006; 1780.2;1511.2; 2165.7;   747.3;  1614.0;  -75.2; 7762.3;[FSR2007]  0167
300.00400;+29.21500;FSR_0172         ;300.004;+29.215; 66.417; -0.367; 0.023;  50; -2.540; 0.096; -5.959; 0.120; 0.307; 0.057; 0.009; 2979.6;2295.5; 4244.4;  1192.0;  2730.7;  -19.1; 7651.8;[FSR2007]  0172
304.22900;+33.63700;FSR_0195         ;304.229;+33.637; 72.087; -0.998; 0.033;  56; -2.828; 0.152; -4.397; 0.172; 0.267; 0.098; 0.014; 3376.3;2525.3; 5101.3;  1038.3;  3212.2;  -58.8; 7977.0;[FSR2007]  0195
300.61400;+35.68100;FSR_0198         ;300.614;+35.681; 72.182;  2.609; 0.127;  95; -3.560; 0.209; -6.611; 0.248; 0.486; 0.045; 0.005; 1943.7;1627.5; 2412.5;   594.2;  1848.6;   88.5; 7963.4;[FSR2007]  0198
308.69300;+41.41700;FSR_0238         ;308.693;+41.417; 80.477;  0.620; 0.039;  33; -2.902; 0.177; -4.547; 0.127; 0.596; 0.059; 0.012; 1601.0;1380.0; 1906.2;   264.9;  1578.8;   17.3; 8228.0;[FSR2007]  0238
300.76300;+46.19600;FSR_0241         ;300.763;+46.196; 81.234;  8.030; 0.090;  65; -1.427; 0.094; -3.575; 0.094; 0.450; 0.035; 0.005; 2087.1;1726.9; 2638.8;   315.0;  2042.5;  291.6; 8280.9;[FSR2007]  0241
314.17100;+46.90200;FSR_0275         ;314.171;+46.902; 87.212;  0.971; 0.055; 108; -2.831; 0.114; -4.825; 0.145; 0.223; 0.052; 0.005; 3973.7;2842.0; 6591.3;   193.2;  3968.4;   67.3; 9061.9;[FSR2007]  0275
307.76100;+51.02100;FSR_0278         ;307.761;+51.021; 87.859;  6.820; 0.085;  66; -4.615; 0.083; -9.738; 0.096; 0.554; 0.033; 0.005; 1714.8;1463.8; 2069.7;    63.6;  1701.4;  203.6; 8449.5;[FSR2007]  0278
315.57200;+48.09600;FSR_0282         ;315.572;+48.096; 88.734;  1.039; 0.048;  88; -3.640; 0.162; -4.670; 0.125; 0.243; 0.079; 0.009; 3677.9;2689.0; 5821.4;    81.2;  3676.4;   66.7; 9040.1;[FSR2007]  0282
314.14100;+49.36200;FSR_0284         ;314.141;+49.362; 89.072;  2.582; 0.015;  18; -2.503; 0.122; -3.504; 0.146; 0.312; 0.045; 0.011; 2935.5;2269.2; 4155.6;    47.5;  2932.2;  132.3; 8795.6;[FSR2007]  0284
320.97600;+49.92500;FSR_0296         ;320.976;+49.925; 92.500; -0.272; 0.020;  42; -4.093; 0.103; -5.120; 0.099; 0.276; 0.053; 0.007; 3281.4;2470.4; 4878.7;  -143.1;  3278.2;  -15.6; 9094.5;[FSR2007]  0296
322.12900;+51.69000;FSR_0306         ;322.129;+51.690; 94.250;  0.491; 0.080;  81; -2.140; 0.115; -2.536; 0.104; 0.349; 0.048; 0.006; 2645.7;2092.4; 3596.8;  -196.1;  2638.4;   22.7; 8934.5;[FSR2007]  0306
327.71100;+55.24300;FSR_0336         ;327.711;+55.243; 99.089;  0.962; 0.111; 194; -3.066; 0.126; -2.855; 0.120; 0.369; 0.049; 0.004; 2513.6;2008.7; 3357.5;  -397.0;  2481.7;   42.2; 9082.6;[FSR2007]  0336
331.93100;+53.10400;FSR_0342         ;331.931;+53.104; 99.753; -2.237; 0.103; 232; -1.346; 0.099; -1.837; 0.067; 0.343; 0.036; 0.003; 2687.6;2118.3; 3675.6;  -454.9;  2646.8; -104.9; 9184.6;[FSR2007]  0342
330.44000;+54.81500;FSR_0344         ;330.440;+54.815;100.059; -0.339; 0.034;  15; -1.792; 0.111; -1.591; 0.093; 0.196; 0.056; 0.016; 4450.4;3080.7; 8023.3;  -777.3;  4381.9;  -26.3;10115.6;[FSR2007]  0344
337.72300;+53.95100;FSR_0357         ;337.723;+53.951;103.098; -3.418; 0.019;  50; -3.125; 0.109; -2.281; 0.083; 0.219; 0.066; 0.009; 4037.9;2878.3; 6774.3;  -913.4;  3925.8; -240.8;10051.8;[FSR2007]  0357
342.91100;+56.10900;FSR_0384         ;342.911;+56.109;106.747; -2.951; 0.035;  47; -3.552; 0.121; -1.711; 0.082; 0.468; 0.049; 0.007; 2011.1;1674.6; 2516.9;  -578.7;  1923.3; -103.5; 9123.8;[FSR2007]  0384
340.62800;+58.94100;FSR_0385         ;340.628;+58.941;106.960;  0.126; 0.052;  62; -5.939; 0.097; -3.974; 0.105; 0.436; 0.039; 0.006; 2149.3;1769.1; 2737.7;  -627.0;  2055.9;    4.7; 9199.6;[FSR2007]  0385
339.13500;+64.15300;FSR_0398         ;339.135;+64.153;108.869;  5.029; 0.084;  58; -3.218; 0.192; -1.109; 0.123; 1.043; 0.038; 0.005;  933.2; 853.6; 1029.3;  -300.6;   879.7;   81.8; 8685.3;[FSR2007]  0398
345.24500;+59.69800;FSR_0401         ;345.245;+59.698;109.407; -0.241; 0.013;  15; -3.837; 0.069; -2.652; 0.078; 0.230; 0.040; 0.013; 3868.1;2789.7; 6304.1; -1285.2;  3648.3;  -16.3;10293.4;[FSR2007]  0401
348.83500;+64.16200;FSR_0430         ;348.835;+64.162;112.695;  3.217; 0.061;  36; -1.878; 0.144; -0.704; 0.103; 0.376; 0.042; 0.007; 2469.9;1980.8; 3279.6;  -951.4;  2275.1;  138.6; 9565.9;[FSR2007]  0430
352.48900;+63.44700;FSR_0442         ;352.489;+63.447;113.974;  2.001; 0.152; 228;  1.287; 0.152; -2.554; 0.145; 0.664; 0.068; 0.005; 1442.1;1260.8; 1685.2;  -585.6;  1316.9;   50.4; 9022.3;[FSR2007]  0442
356.81800;+60.90200;FSR_0448         ;356.818;+60.902;115.208; -1.004; 0.054;  47; -2.490; 0.148; -2.035; 0.107; 0.315; 0.047; 0.008; 2905.9;2251.5; 4096.8; -1237.5;  2628.8;  -50.9; 9931.7;[FSR2007]  0448
357.75000;+66.18600;FSR_0465         ;357.750;+66.186;116.875;  4.027; 0.037;  27; -2.583; 0.166; -0.109; 0.183; 0.163; 0.079; 0.018; 5204.4;3422.7;10848.6; -2346.9;  4630.8;  365.5;11647.0;[FSR2007]  0465
006.65600;+64.01000;FSR_0496         ;006.656;+64.010;120.217;  1.269; 0.091; 127;  2.231; 0.093; -0.621; 0.117; 0.653; 0.060; 0.005; 1465.0;1277.8; 1716.5;  -737.1;  1265.6;   32.5; 9164.9;[FSR2007]  0496
007.31700;+62.38900;FSR_0498         ;007.317;+62.389;120.366; -0.372; 0.117;  51; -3.290; 0.061; -0.681; 0.048; 0.336; 0.027; 0.005; 2739.9;2150.6; 3774.4; -1385.1;  2364.0;  -17.8;10008.3;[FSR2007]  0498
014.34000;+62.12500;FSR_0524         ;014.340;+62.125;123.624; -0.739; 0.027;  18; -1.547; 0.100; -0.246; 0.102; 0.226; 0.036; 0.009; 3913.0;2814.2; 6429.8; -2166.6;  3258.0;  -50.5;11000.2;[FSR2007]  0524
019.34900;+61.27300;FSR_0534         ;019.349;+61.273;126.047; -1.442; 0.102;  74; -0.425; 0.106; -0.281; 0.084; 0.335; 0.052; 0.006; 2744.8;2153.5; 3783.8; -1614.7;  2218.6;  -69.1;10198.9;[FSR2007]  0534
019.91900;+63.02600;FSR_0536         ;019.919;+63.026;126.128;  0.330; 0.059;  34; -1.619; 0.082; -0.025; 0.087; 0.288; 0.038; 0.006; 3151.6;2395.8; 4602.5; -1858.1;  2545.5;   18.2;10511.0;[FSR2007]  0536
019.69800;+60.35800;FSR_0537         ;019.698;+60.358;126.311; -2.334; 0.043;  52; -1.079; 0.085; -0.821; 0.079; 0.255; 0.054; 0.007; 3516.8;2601.3; 5423.2; -2080.8;  2831.5; -143.2;10798.6;[FSR2007]  0537
021.48500;+63.01100;FSR_0542         ;021.485;+63.011;126.835;  0.401; 0.123;  41; -2.187; 0.111; -0.203; 0.097; 0.271; 0.070; 0.012; 3330.7;2498.3; 4995.0; -1996.7;  2665.7;   23.3;10674.9;[FSR2007]  0542
024.93800;+64.87800;FSR_0551         ;024.938;+64.878;128.034;  2.486; 0.095;  52;  0.112; 0.144; -1.422; 0.163; 1.063; 0.052; 0.007;  915.7; 838.9; 1008.0;  -563.7;   720.6;   39.7; 8932.8;[FSR2007]  0551
025.22600;+64.52100;FSR_0553         ;025.226;+64.521;128.222;  2.158; 0.046;  45; -3.243; 0.093;  0.086; 0.145; 0.306; 0.065; 0.010; 2988.0;2300.6; 4261.2; -1847.4;  2345.8;  112.5;10454.0;[FSR2007]  0553
030.19100;+67.79900;FSR_0558         ;030.191;+67.799;129.428;  5.806; 0.088;  64; -1.024; 0.094;  0.794; 0.090; 0.314; 0.057; 0.007; 2919.8;2259.7; 4124.6; -1844.9;  2243.7;  295.4;10429.1;[FSR2007]  0558
061.76600;+51.14100;FSR_0667         ;061.766;+51.141;151.153; -0.685; 0.068;  37;  0.901; 0.135; -3.870; 0.196; 0.844; 0.042; 0.008; 1144.9;1027.3; 1293.0; -1002.8;   552.3;  -13.7; 9359.1;[FSR2007]  0667
077.16800;+53.21300;FSR_0683         ;077.168;+53.213;155.926;  7.709; 0.033;  33; -0.134; 0.213; -0.812; 0.114; 0.289; 0.096; 0.018; 3147.0;2391.3; 4587.3; -2847.3;  1272.1;  422.1;11259.4;[FSR2007]  0683
066.35300;+46.09800;FSR_0686         ;066.353;+46.098;156.835; -2.212; 0.156;  30; -1.088; 0.118; -2.556; 0.068; 1.087; 0.038; 0.007;  896.4; 822.7;  984.6;  -823.5;   352.4;  -34.6; 9170.3;[FSR2007]  0686
077.78600;+45.71800;FSR_0716         ;077.786;+45.718;162.252;  3.619; 0.052;  92; -0.265; 0.126; -1.628; 0.100; 0.252; 0.072; 0.008; 3561.8;2626.2; 5533.1; -3385.5;  1083.6;  224.8;11775.5;[FSR2007]  0716
067.45800;+38.49600;FSR_0728         ;067.458;+38.496;162.916; -6.874; 0.050;  63;  1.991; 0.224; -2.224; 0.127; 0.543; 0.053; 0.007; 1747.2;1487.3; 2117.3; -1658.1;   509.6; -209.1;10011.1;[FSR2007]  0728
073.47100;+40.85900;FSR_0735         ;073.471;+40.859;164.181; -1.835; 0.041;  66;  0.512; 0.117; -2.068; 0.124; 0.316; 0.063; 0.008; 2902.2;2249.3; 4086.9; -2790.8;   790.7;  -92.9;11158.9;[FSR2007]  0735
075.91900;+32.15700;FSR_0771         ;075.919;+32.157;172.257; -5.663; 0.115;  48;  1.631; 0.120; -4.203; 0.061; 0.618; 0.067; 0.011; 1546.5;1339.3; 1829.4; -1524.9;   207.3; -152.6; 9867.1;[FSR2007]  0771
094.10500;+36.37700;FSR_0811         ;094.105;+36.377;176.669;  9.287; 0.053;  51;  0.948; 0.144; -2.064; 0.110; 0.325; 0.070; 0.012; 2821.3;2200.5; 3931.2; -2779.6;   161.8;  455.3;11120.8;[FSR2007]  0811
085.76500;+28.98900;FSR_0826         ;085.765;+28.989;179.662; -0.450; 0.107;  35; -0.535; 0.174; -1.585; 0.142; 0.281; 0.116; 0.017; 3226.7;2439.6; 4767.5; -3226.6;    19.0;  -25.3;11566.6;[FSR2007]  0826
091.32000;+30.82700;FSR_0833         ;091.320;+30.827;180.510;  4.634; 0.038;  31; -0.036; 0.121; -0.807; 0.110; 0.186; 0.063; 0.012; 4650.7;3175.8; 8690.8; -4635.3;   -41.3;  375.7;12975.3;[FSR2007]  0833
086.25700;+24.74000;FSR_0850         ;086.257;+24.740;183.513; -2.300; 0.083; 145;  1.301; 0.161; -2.555; 0.106; 0.438; 0.062; 0.006; 2139.7;1761.9; 2721.7; -2133.9;  -131.0;  -85.9;10474.7;[FSR2007]  0850
088.36300;+25.19000;FSR_0852         ;088.363;+25.190;184.109; -0.431; 0.050;  35;  0.433; 0.104; -1.923; 0.118; 0.321; 0.056; 0.010; 2853.9;2220.1; 3993.9; -2846.5;  -204.5;  -21.5;11188.3;[FSR2007]  0852
103.82300;+29.74500;FSR_0866         ;103.823;+29.745;186.323; 13.841; 0.071;  65;  1.405; 0.126; -0.443; 0.091; 0.812; 0.045; 0.005; 1189.0;1062.6; 1349.0; -1147.4;  -127.1;  284.4; 9488.3;[FSR2007]  0866
091.09400;+22.03700;FSR_0883         ;091.094;+22.037;188.090;  0.164; 0.047;  41;  0.825; 0.072; -1.542; 0.085; 0.299; 0.038; 0.006; 3048.1;2335.8; 4385.2; -3017.7;  -429.0;    8.7;11365.8;[FSR2007]  0883
093.45400;+21.60800;FSR_0893         ;093.454;+21.608;189.527;  1.874; 0.100; 155; -0.355; 0.147; -3.215; 0.150; 0.396; 0.089; 0.007; 2355.1;1906.0; 3080.9; -2321.4;  -389.6;   77.0;10668.5;[FSR2007]  0893
091.77400;+19.02100;FSR_0904         ;091.774;+19.021;191.033; -0.754; 0.087; 107; -0.448; 0.141; -1.107; 0.111; 0.446; 0.050; 0.005; 2104.1;1738.3; 2665.1; -2065.1;  -402.6;  -27.7;10412.8;[FSR2007]  0904
098.44200;+22.31200;FSR_0905         ;098.442;+22.312;191.055;  6.298; 0.056;  33;  1.965; 0.099; -3.850; 0.070; 0.649; 0.033; 0.007; 1475.2;1285.6; 1730.4; -1439.1;  -281.2;  161.8; 9783.1;[FSR2007]  0905
091.29500;+16.68400;FSR_0921         ;091.295;+16.684;192.851; -2.292; 0.037;  44; -0.006; 0.136; -1.652; 0.149; 0.327; 0.091; 0.015; 2814.0;2195.1; 3911.9; -2741.4;  -625.4; -112.5;11099.0;[FSR2007]  0921
092.64400;+16.97100;FSR_0923         ;092.644;+16.971;193.227; -1.024; 0.038;  52;  0.657; 0.144;  0.141; 0.125; 0.587; 0.073; 0.013; 1623.4;1396.6; 1938.1; -1580.1;  -371.4;  -29.0; 9927.0;[FSR2007]  0923
091.08700;+14.57300;FSR_0932         ;091.087;+14.573;194.597; -3.498; 0.039;  60; -0.360; 0.240; -0.789; 0.249; 0.402; 0.131; 0.021; 2318.4;1882.3; 3017.3; -2239.4;  -583.2; -141.5;10595.5;[FSR2007]  0932
098.77800;+17.74000;FSR_0935         ;098.778;+17.740;195.293;  4.508; 0.047;  51; -0.074; 0.059; -1.056; 0.092; 0.377; 0.052; 0.007; 2465.0;1977.4; 3271.8; -2370.4;  -648.1;  193.8;10730.0;[FSR2007]  0935
093.42500;+15.00600;FSR_0937         ;093.425;+15.006;195.312; -1.309; 0.065;  18;  0.500; 0.092; -0.114; 0.173; 0.085; 0.075; 0.017; 8797.6;4679.6;       ; -8483.1; -2322.6; -201.0;16982.6;[FSR2007]  0937
095.44500;+15.77600;FSR_0941         ;095.445;+15.776;195.557;  0.770; 0.041;  68;  0.758; 0.176;  0.139; 0.197; 0.198; 0.129; 0.017; 4399.8;3054.4; 7864.0; -4238.2; -1179.9;   59.2;12633.4;[FSR2007]  0941
091.48700;+13.66700;FSR_0942         ;091.487;+13.667;195.580; -3.599; 0.069; 164; -0.412; 0.174;  0.092; 0.129; 0.277; 0.085; 0.007; 3265.5;2462.0; 4847.1; -3139.4;  -875.3; -205.0;11512.7;[FSR2007]  0942
096.48000;+15.85900;FSR_0948         ;096.480;+15.859;195.950;  1.689; 0.030;  49; -0.132; 0.113;  0.051; 0.136; 0.200; 0.045; 0.007; 4363.1;3037.8; 7739.2; -4193.3; -1198.4;  128.6;12590.4;[FSR2007]  0948
095.57300;+14.65000;FSR_0951         ;095.573;+14.650;196.609;  0.351; 0.164; 195;  0.242; 0.120;  0.070; 0.105; 0.553; 0.050; 0.004; 1717.3;1465.6; 2074.4; -1645.6;  -490.9;   10.5; 9997.7;[FSR2007]  0951
094.76200;+14.15000;FSR_0953         ;094.762;+14.150;196.680; -0.578; 0.052; 105; -0.134; 0.191; -2.877; 0.105; 0.331; 0.055; 0.006; 2779.1;2175.0; 3847.6; -2662.1;  -797.7;  -28.0;11030.9;[FSR2007]  0953
092.84300;+11.86300;FSR_0968         ;092.843;+11.863;197.802; -3.311; 0.050;  36; -0.356; 0.099; -1.158; 0.081; 0.382; 0.039; 0.007; 2431.3;1955.7; 3212.8; -2311.1;  -742.1; -140.4;10676.9;[FSR2007]  0968
098.15600;+12.55300;FSR_0974         ;098.156;+12.553;199.633;  1.597; 0.049;  70; -0.463; 0.150; -0.345; 0.139; 0.265; 0.089; 0.011; 3399.5;2536.8; 5151.4; -3200.6; -1141.8;   94.7;11597.0;[FSR2007]  0974
100.01000;+13.31000;FSR_0975         ;100.010;+13.310;199.789;  3.550; 0.034;  15;  0.166; 0.089; -0.817; 0.096; 0.173; 0.041; 0.009; 4964.1;3316.9; 9856.9; -4662.0; -1677.4;  307.4;13109.7;[FSR2007]  0975
097.97400;+11.86500;FSR_0977         ;097.974;+11.865;200.162;  1.122; 0.024;  22;  0.721; 0.061; -1.533; 0.076; 0.453; 0.040; 0.009; 2074.8;1718.2; 2618.0; -1947.3;  -715.0;   40.6;10312.1;[FSR2007]  0977
097.81400;+11.08100;FSR_0979         ;097.814;+11.081;200.785;  0.621; 0.046;  68;  0.225; 0.167; -2.498; 0.162; 0.315; 0.073; 0.009; 2910.0;2253.3; 4102.1; -2720.4; -1032.6;   31.5;11108.5;[FSR2007]  0979
092.95300;+07.02000;FSR_0985         ;092.953;+07.020;202.125; -5.523; 0.031;  57; -0.433; 0.167; -0.904; 0.144; 0.462; 0.082; 0.011; 2037.8;1692.9; 2559.2; -1879.0;  -763.9; -196.1;10247.5;[FSR2007]  0985
102.62000;+06.61200;FSR_1025         ;102.620;+06.612;206.934;  2.798; 0.011;  14;  0.202; 0.083; -0.360; 0.052; 0.120; 0.051; 0.015; 6696.4;4010.5;20346.6; -5963.0; -3029.6;  326.9;14620.3;[FSR2007]  1025
099.07200;+04.01100;FSR_1032         ;099.072;+04.011;207.634; -1.533; 0.022;  21; -1.372; 0.390; -3.174; 0.356; 0.456; 0.252; 0.057; 2062.3;1708.9; 2598.5; -1826.4;  -956.2;  -55.2;10211.3;[FSR2007]  1032
103.04600;+03.66200;FSR_1051         ;103.046;+03.662;209.756;  1.834; 0.053;  35; -0.761; 0.071; -2.639; 0.087; 0.399; 0.059; 0.009; 2333.8;1892.1; 3044.5; -2025.0; -1157.7;   74.7;10429.4;[FSR2007]  1051
098.65400;-00.26500;FSR_1063         ;098.654;-00.265;211.248; -3.863; 0.034;  44;  0.057; 0.100; -1.541; 0.097; 0.393; 0.069; 0.010; 2367.5;1914.3; 3101.6; -2019.4; -1225.3; -159.5;10431.6;[FSR2007]  1063
110.50300;+03.55700;FSR_1083         ;110.503;+03.557;213.240;  8.420; 0.034; 103; -0.331; 0.143;  0.245; 0.160; 0.191; 0.087; 0.009; 4542.4;3123.6; 8328.0; -3758.2; -2463.0;  665.1;12346.4;[FSR2007]  1083
103.29000;-00.19200;FSR_1085         ;103.290;-00.192;213.299;  0.295; 0.041;  68; -1.050; 0.097;  0.262; 0.108; 0.596; 0.075; 0.009; 1599.9;1379.0; 1904.1; -1337.2;  -878.4;    8.2; 9717.0;[FSR2007]  1085
107.30000;-01.50200;FSR_1113         ;107.300;-01.502;216.299;  3.264; 0.024;  23; -0.566; 0.079;  1.913; 0.083; 0.254; 0.048; 0.011; 3528.1;2609.0; 5451.1; -2838.8; -2085.2;  200.9;11371.7;[FSR2007]  1113
094.15900;-08.94500;FSR_1117         ;094.159;-08.945;217.046;-11.764; 0.090;  31; -3.711; 0.218;  0.704; 0.354; 1.049; 0.130; 0.024;  927.8; 848.9; 1022.5;  -724.9;  -547.2; -189.2; 9081.4;[FSR2007]  1117
