#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:33:37 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfe1663d08	
#INFO	-out.max=unlimited	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/260/8&tab:{J/ApJS/260/8/params}&key:source=J/ApJS/260/8/params&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/260/8/params
#-order=I
#-out=Cluster
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=Plx
#-out=s_Plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=o_RV
#-out=m-M
#-out=AG
#-out=logAge
#-out=Z
#-out=N70
#-out=minProb
#-out=NminProb
#-out=Class
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_22600008
#Name: J/ApJS/260/8
#Title: 541 new open cluster candidates (He+, 2022)
#Coosys	G:	galactic
#Table	J_ApJS_260_8_params:
#Name: J/ApJS/260/8/params
#Title: Parameters of median astrometric values and isochrone fits for 541 new open cluster candidates
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(I3)	[1/541] Cluster CWNU ID (cluster)	[ucd=meta.id;meta.main]
#Column	GLON	(F7.3)	Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Longitude dispersion (sigma_l)	[ucd=instr.dispersion]
#Column	GLAT	(F7.3)	Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Latitude dispersion (sigma_b)	[ucd=instr.dispersion]
#Column	Plx	(F5.2)	Parallax (Parallax)	[ucd=pos.parallax]
#Column	s_Plx	(F5.2)	Parallax dispersion (sigma_Parallax)	[ucd=stat.error]
#Column	pmRA	(F6.2)	Proper motion along RA, pmRA*cosDE (pmRA*)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	pmRA dispersion (sigma_pmRA*)	[ucd=pos.pm]
#Column	pmDE	(F6.2)	Proper motion along DE (pmDEC)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	pmDE dispersion (sigma_pmDEC)	[ucd=pos.pm]
#Column	RV	(A5)	? Radial velocity (RV)	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(A4)	? RV dispersion (sigma_RV)	[ucd=instr.dispersion]
#Column	o_RV	(I1)	? Stars used to compute RV (N_RV) [NULL integer written as an empty string]	[ucd=meta.number]
#Column	m-M	(F5.2)	RV dispersion (N_RV>1)|RV error(N_RV=1)) (m-M)	[ucd=stat.variance]
#Column	AG	(F5.2)	G band extinction (A_G)	[ucd=phys.absorption]
#Column	logAge	(F4.1)	Logarithmic age (log(age/yr))	[ucd=time.age]
#Column	Z	(F6.3)	Metallicity (Z)	[ucd=phys.abund.Z]
#Column	N70	(I3)	Number of member stars with Pcl>0.7 (N_70)	[ucd=meta.number]
#Column	minProb	(F5.2)	Minimum Pcl used for statistics (min_prob)	[ucd=stat.fit.goodness]
#Column	NminProb	(I3)	Number of member stars with Pcl>minProb (N_min_prob)	[ucd=meta.number]
#Column	Class	(I1)	[1/3] Classification (class)	[ucd=meta.code.class]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Cluster;GLON;s_GLON;GLAT;s_GLAT;Plx;s_Plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;o_RV;m-M;AG;logAge;Z;N70;minProb;NminProb;Class;_RA.icrs;_DE.icrs
272.60332;-22.36082;482;008.487; 0.12;-01.543; 0.17; 0.67; 0.02; -0.55; 0.13; -1.54; 0.09;  ---; ---;0;11.00; 1.95; 8.2; 0.036; 32; 0.70; 32;2;272.6033;-22.3608
051.09577;+54.87472;483;143.802; 0.08;-01.677; 0.10; 0.43; 0.05;  0.39; 0.11; -1.06; 0.21;-26.7; 0.8;1;12.70; 3.50; 6.8; 0.040; 74; 0.70; 74;2;051.0958;+54.8747
275.37360;-17.48409;484;014.017; 0.20;-01.513; 0.28; 0.58; 0.02;  0.36; 0.36; -1.80; 0.09;  ---; ---;0;12.15; 2.40; 7.1; 0.040; 18; 0.50; 32;2;275.3736;-17.4841
198.84270;-61.60261;485;305.774; 0.04;+01.137; 0.03; 0.57; 0.04; -6.77; 0.09; -1.69; 0.09;  ---; ---;0;10.70; 1.85; 9.2; 0.002; 35; 0.73; 35;2;198.8427;-61.6026
193.68200;-61.77326;486;303.321; 0.05;+01.096; 0.04; 0.51; 0.03; -5.25; 0.07; -1.34; 0.05;  ---; ---;0;10.80; 2.65; 8.6; 0.018; 44; 0.79; 44;2;193.6820;-61.7733
052.05132;+58.91300;487;141.987; 0.05;+01.968; 0.11; 0.92; 0.05;  0.85; 0.22; -1.55; 0.28;  ---; ---;0; 9.80; 1.15; 6.7; 0.016; 44; 0.73; 44;2;052.0513;+58.9130
269.57403;-25.27218;488;004.590; 0.07;-00.557; 0.06; 0.38; 0.03;  0.31; 0.05; -1.42; 0.06;  ---; ---;0;12.85; 2.70; 6.7; 0.030; 37; 0.96; 37;2;269.5740;-25.2722
050.32693;+60.07965;489;140.612; 0.08;+02.457; 0.08; 0.34; 0.05;  0.92; 0.09; -0.61; 0.11;  ---; ---;0;11.90; 2.10; 8.8; 0.038; 66; 0.71; 66;2;050.3269;+60.0797
192.73932;-60.66269;490;302.873; 0.10;+02.209; 0.11; 0.51; 0.02; -5.57; 0.23; -0.93; 0.04; -9.3; 2.1;1;11.20; 1.35; 7.5; 0.010; 42; 0.71; 42;2;192.7393;-60.6627
007.17794;+65.43952;491;120.571; 0.13;+02.672; 0.12; 0.91; 0.06; -1.94; 0.25; -0.75; 0.24;  ---; ---;0;11.15; 4.20; 6.0; 0.002; 23; 0.51; 32;2;007.1779;+65.4395
278.65520;-01.85057;492;029.364; 0.09;+02.894; 0.08; 1.15; 0.06; -2.20; 0.18; -3.07; 0.11;  ---; ---;0; 9.15; 4.30; 8.9; 0.014; 51; 0.94; 51;2;278.6552;-01.8506
273.79617;-12.55900;493;017.635; 0.06;+02.160; 0.10; 0.57; 0.04; -0.41; 0.13; -0.86; 0.09;  ---; ---;0;12.05; 2.95; 6.9; 0.040; 33; 0.70; 33;2;273.7962;-12.5590
278.32905;-08.00131;494;023.751; 0.15;+00.352; 0.15; 0.52; 0.04; -0.32; 0.15; -2.70; 0.12;  ---; ---;0;12.20; 3.75; 6.8; 0.040;158; 0.70;158;2;278.3290;-08.0013
317.49518;+45.02927;495;087.351; 0.11;-02.000; 0.09; 0.48; 0.02; -2.62; 0.06; -3.90; 0.07;  ---; ---;0;12.75; 2.15; 6.7; 0.030; 65; 0.71; 65;2;317.4952;+45.0293
053.65670;+45.28526;496;150.640; 0.29;-08.627; 0.16; 0.84; 0.08; -0.24; 0.25; -2.64; 0.35;  ---; ---;0;11.25; 0.10; 6.0; 0.008; 64; 0.76; 64;2;053.6567;+45.2853
281.27494;-04.17993;497;028.490; 0.03;-00.498; 0.02; 0.45; 0.04; -1.03; 0.04; -1.69; 0.05;  ---; ---;0;12.30; 3.20; 6.8; 0.040; 43; 0.70; 43;2;281.2749;-04.1799
344.81228;+61.05512;498;109.776; 0.13;+01.082; 0.07; 0.42; 0.03; -1.55; 0.08; -1.01; 0.09;  ---; ---;0;13.15; 3.65; 6.3; 0.004; 15; 0.43; 39;2;344.8123;+61.0551
074.68394;+46.17706;499;160.581; 0.12;+02.178; 0.18; 0.36; 0.02;  1.32; 0.30; -1.55; 0.41;  ---; ---;0;11.70; 1.25; 9.5; 0.008; 34; 0.70; 34;2;074.6839;+46.1771
304.13710;+29.76440;500;068.828; 0.05;-03.095; 0.05; 0.52; 0.04; -3.71; 0.08; -5.62; 0.08;  ---; ---;0;11.00; 3.00; 8.7; 0.038; 28; 0.61; 46;2;304.1371;+29.7644
102.08167;-16.89989;501;227.733; 0.12;-08.286; 0.15; 0.97; 0.06; -3.50; 0.14;  5.12; 0.18; 60.4;19.9;1; 9.65; 0.95; 7.5; 0.024; 34; 1.00; 34;2;102.0817;-16.8999
346.82754;+59.95431;502;110.238; 0.06;-00.326; 0.07; 0.35; 0.03; -2.61; 0.10; -1.76; 0.11;  ---; ---;0;12.00; 1.65; 6.9; 0.004; 54; 0.71; 54;2;346.8275;+59.9543
183.95824;-64.95457;503;299.173; 0.03;-02.343; 0.03; 0.29; 0.02; -5.16; 0.07;  0.71; 0.05;  ---; ---;0;13.55; 2.15; 6.9; 0.038; 49; 0.77; 49;2;183.9582;-64.9546
340.74122;+66.87834;504;110.787; 0.22;+07.086; 0.44; 0.63; 0.10; -4.78; 0.43; -2.50; 0.24;-30.8;26.5;2;10.90; 1.55; 8.7; 0.038;  3; 0.60; 38;2;340.7412;+66.8783
336.26840;+62.32305;505;106.815; 0.13;+04.123; 0.06; 0.56; 0.04; -4.15; 0.14; -3.88; 0.16;  ---; ---;0;10.70; 2.90; 8.8; 0.012; 38; 0.76; 38;2;336.2684;+62.3231
277.24637;-12.72341;506;019.072; 0.17;-00.889; 0.07; 0.52; 0.02;  0.67; 0.16; -1.68; 0.09;  ---; ---;0;12.00; 2.60; 8.7; 0.038; 45; 0.70; 45;2;277.2464;-12.7234
198.62283;-47.92907;507;306.922; 0.39;+14.764; 0.44; 1.23; 0.05; -5.63; 0.93; -2.25; 1.32;-11.3;22.5;4;10.35; 0.15; 9.3; 0.040; 27; 0.65; 31;2;198.6228;-47.9291
338.27775;+62.70045;508;107.806; 0.22;+03.964; 0.18; 0.98; 0.03; -2.63; 0.22; -2.55; 0.20;  ---; ---;0; 9.70; 2.50; 7.5; 0.018; 30; 0.70; 30;2;338.2777;+62.7004
133.89213;-25.95389;509;250.882; 0.35;+12.297; 0.47; 1.05; 0.03; -6.47; 0.15;  2.71; 0.07;  ---; ---;0;10.85; 0.20; 6.5; 0.002; 31; 0.73; 31;3;133.8921;-25.9539
287.82336;+39.58122;510;070.820; 0.31;+13.367; 0.20; 2.84; 0.14;  1.81; 0.35; -1.72; 0.39;-18.1; 4.5;4; 8.05; 0.30; 7.6; 0.024; 22; 0.40; 33;3;287.8234;+39.5812
301.91031;+24.48605;511;063.314; 0.14;-04.323; 0.17; 0.68; 0.05; -1.60; 0.13; -4.74; 0.20;  ---; ---;0;10.95; 2.00; 7.6; 0.034; 25; 0.61; 34;3;301.9103;+24.4861
006.21333;+68.93688;512;120.534; 0.34;+06.189; 0.36; 1.05; 0.06; -2.80; 0.24; -0.01; 0.28;  ---; ---;0;10.90; 2.20; 6.5; 0.002;  5; 0.01; 22;3;006.2133;+68.9369
258.05419;-71.71510;513;320.399; 0.34;-18.410; 0.18; 3.03; 0.07; -4.45; 0.51;-14.59; 0.44;  6.4;10.5;2; 8.00; 0.10; 7.9; 0.040; 19; 1.00; 19;3;258.0542;-71.7151
058.80040;+35.13334;514;160.231; 0.38;-14.107; 0.23; 2.60; 0.03;  3.43; 0.20; -4.38; 0.12; 19.7; 1.2;4; 7.50; 0.45; 7.4; 0.030; 32; 0.72; 32;3;058.8004;+35.1333
132.18269;-63.52932;515;279.489; 0.38;-12.351; 0.32; 4.84; 0.10;-26.65; 0.75; 15.39; 0.45; 11.9; 0.3;2; 6.65; 0.35; 7.4; 0.010; 24; 1.00; 24;3;132.1827;-63.5293
090.13833;+27.66971;516;182.761; 0.13;+02.188; 0.13; 0.59; 0.03;  0.14; 0.08; -2.10; 0.07;  ---; ---;0;11.80; 1.05; 7.6; 0.028; 31; 0.71; 31;3;090.1383;+27.6697
298.13181;+32.55439;517;068.439; 0.06;+02.738; 0.04; 0.41; 0.01; -2.41; 0.05; -5.39; 0.06; -2.5; 1.0;1;11.45; 1.15; 8.7; 0.032; 29; 0.64; 32;3;298.1318;+32.5544
074.50809;+42.20711;518;163.616; 0.17;-00.385; 0.17; 1.00; 0.04;  0.41; 0.06; -2.88; 0.10;  ---; ---;0; 9.45; 0.75; 7.5; 0.002; 25; 0.02; 36;3;074.5081;+42.2071
313.81996;+56.96043;519;094.787; 0.44;+07.621; 0.31; 3.00; 0.05;  4.77; 0.20;  3.48; 0.11; -5.9; 2.7;2; 7.40; 0.05; 7.7; 0.028; 28; 0.63; 30;3;313.8200;+56.9604
096.69430;+15.19491;520;196.634; 0.18;+01.563; 0.14; 0.82; 0.06; -1.35; 0.09; -0.85; 0.08;  ---; ---;0;10.65; 0.90; 8.5; 0.038; 28; 0.60; 30;3;096.6943;+15.1949
310.25523;+56.98984;521;093.595; 0.43;+09.165; 0.23; 1.09; 0.04; -2.33; 0.15; -5.02; 0.13;-37.3; 2.2;1; 9.10; 1.20; 7.1; 0.008; 26; 0.51; 32;3;310.2552;+56.9898
075.80656;+08.06899;522;192.399; 0.43;-19.680; 0.35; 2.76; 0.11;  1.01; 0.50; -4.58; 0.43; 21.5; 5.6;6; 7.45; 0.10; 7.4; 0.010; 24; 0.60; 30;3;075.8066;+08.0690
355.86084;+54.69296;523;113.133; 0.19;-06.880; 0.33; 2.51; 0.07;  7.89; 0.17; -3.31; 0.15;-26.2; 1.0;1; 7.60; 0.05; 7.2; 0.014; 36; 1.00; 36;3;355.8608;+54.6930
112.81551;-33.15630;524;246.768; 0.36;-06.925; 0.36; 2.85; 0.06; -9.71; 0.35;  4.95; 0.25; 15.7; 3.9;1; 7.95; 0.10; 7.4; 0.020; 20; 1.00; 20;3;112.8155;-33.1563
084.80460;+37.49201;525;172.016; 0.19;+03.364; 0.15; 0.87; 0.03; -0.36; 0.06; -2.79; 0.06;  ---; ---;0; 9.75; 0.80; 7.3; 0.006; 31; 0.70; 31;3;084.8046;+37.4920
117.29665;-40.72840;526;255.192; 0.34;-07.433; 0.40; 2.55; 0.09; -8.67; 0.34;  4.73; 0.21; 17.4; 1.3;3; 8.00; 0.15; 7.5; 0.024; 32; 0.78; 32;3;117.2967;-40.7284
101.07768;-03.56132;527;215.293; 0.05;-03.207; 0.05; 0.43; 0.05; -1.70; 0.10;  0.35; 0.08;  ---; ---;0;12.15; 0.05; 6.5; 0.006; 34; 0.88; 34;3;101.0777;-03.5613
110.24176;-36.55362;528;248.853; 0.75;-10.353; 0.48; 2.37; 0.06; -5.82; 0.41;  6.37; 0.18;  ---; ---;0; 7.80; 0.10; 7.7; 0.022; 24; 1.00; 24;3;110.2418;-36.5536
114.72968;-49.08243;529;261.801; 0.21;-12.983; 0.18; 1.60; 0.06; -3.65; 0.08;  3.13; 0.11; 43.1;25.2;2; 9.30; 0.60; 7.1; 0.018; 21; 1.00; 21;3;114.7297;-49.0824
358.59060;+51.45541;530;113.948; 0.11;-10.418; 0.07; 0.57; 0.05; -3.08; 0.07; -2.08; 0.10;  ---; ---;0;11.00; 0.75; 7.4; 0.004; 18; 0.40; 33;3;358.5906;+51.4554
107.76463;-44.39749;531;255.353; 0.50;-15.346; 0.17; 1.33; 0.03; -5.72; 0.20;  6.82; 0.13;  ---; ---;0; 9.50; 0.10; 7.6; 0.034; 24; 1.00; 24;3;107.7646;-44.3975
087.36693;-12.96042;532;217.856; 0.41;-19.508; 0.60; 2.70; 0.08; -5.83; 0.63;  0.28; 0.10; 10.0;14.5;4; 7.85; 0.10; 8.5; 0.020; 16; 1.00; 16;3;087.3669;-12.9604
358.11361;+55.39888;533;114.567; 0.52;-06.512; 0.34; 2.24; 0.02;  5.29; 0.30; -4.55; 0.20;-12.5; 0.9;2; 8.85; 0.95; 7.7; 0.028; 19; 1.00; 19;3;358.1136;+55.3989
273.59290;+26.24036;534;053.242; 0.53;+19.278; 0.37; 3.31; 0.12; -1.23; 0.82; -5.68; 0.26;-20.3; 1.9;4; 7.45; 0.10; 7.6; 0.040; 25; 1.00; 25;3;273.5929;+26.2404
139.02101;-44.86944;535;267.978; 0.04;+02.894; 0.05; 0.56; 0.03; -5.20; 0.05;  5.15; 0.08;  ---; ---;0;11.25; 0.90; 7.4; 0.020; 31; 0.71; 31;3;139.0210;-44.8694
105.58186;-45.51187;536;255.816; 0.44;-17.198; 0.37; 3.95; 0.15; -3.35; 0.72;  2.99; 0.36; 34.9; 3.4;3; 7.35; 0.50; 7.9; 0.024; 31; 1.00; 31;3;105.5819;-45.5119
275.58010;+21.00195;537;048.903; 0.61;+15.587; 0.42; 3.10; 0.31; -1.13; 0.97; -7.19; 0.64;-16.0; 0.3;4; 8.15; 0.95; 7.9; 0.040; 21; 0.60; 38;3;275.5801;+21.0019
117.54090;-30.89811;538;246.756; 0.19;-02.327; 0.14; 0.63; 0.01; -4.30; 0.06;  4.46; 0.05;  ---; ---;0;11.10; 1.45; 7.4; 0.024; 26; 0.60; 34;3;117.5409;-30.8981
103.81413;-37.53961;539;247.599; 0.32;-15.431; 0.18; 2.22; 0.06; -8.94; 0.27; 10.48; 0.22; 27.1; 9.9;1; 7.80; 0.20; 7.7; 0.006; 22; 1.00; 22;3;103.8141;-37.5396
302.21384;+43.00245;540;079.052; 0.40;+05.468; 0.22; 3.28; 0.05;  4.22; 0.34;  2.45; 0.20;-22.5; 0.7;2; 7.85; 0.35; 7.6; 0.032; 19; 1.00; 19;3;302.2138;+43.0025
357.87043;+72.77683;541;118.466; 0.07;+10.427; 0.11; 0.88; 0.04; -0.83; 0.10; -0.44; 0.26;  ---; ---;0;11.10; 1.65; 7.5; 0.038; 17; 1.00; 17;3;357.8704;+72.7768

