#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T22:15:17 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ec07e7139633	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/661/A118&tab:{J/A+A/661/A118/table1}&key:source=J/A+A/661/A118/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/661/A118/table1
#-order=I
#-out=Seq
#-out=Cluster
#-out=RA_ICRS
#-out=s_RA_ICRS
#-out=DE_ICRS
#-out=s_DE_ICRS
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=plx
#-out=s_plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=Nmemb
#-out=NmembRV
#-out=Flag
#-out=logAge
#-out=Dist
#-out=AV
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36610118
#Name: J/A+A/661/A118
#Title: 628 new open clusters found with OCfinder (Castro-Ginard+, 2022)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_661_A118_table1:
#Name: J/A+A/661/A118/table1
#Title: Mean parameters for the reported UBC clusters
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Seq	(I3)	[0/627] cluster sequential number	[ucd=meta.record]
#Column	Cluster	(A7)	Cluster name (UBCNNN)	[ucd=meta.id.parent]
#Column	RA_ICRS	(F6.2)	Right Ascension mean (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	s_RA_ICRS	(F6.2)	Right Ascension standard deviation	[ucd=pos.eq.ra]
#Column	DE_ICRS	(F6.2)	Declination mean (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	s_DE_ICRS	(F5.2)	Declination standard deviation	[ucd=stat.stdev;pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude mean	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Galactic longitude standard deviation	[ucd=stat.stdev;pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude mean	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Galactic latitude standard deviation	[ucd=stat.stdev;pos.galactic.lat]
#Column	plx	(F5.2)	Parallax mean	[ucd=pos.parallax;stat.mean]
#Column	s_plx	(F5.2)	Parallax standard deviation	[ucd=stat.stdev;pos.parallax]
#Column	pmRA	(F5.2)	Proper motion in right ascension mean, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	Proper motion in right ascension standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F5.2)	Proper motion in declination mean	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	Proper motion in declination standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.dec]
#Column	RV	(F6.2)	? Radial velocity mean	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.2)	? Radial velocity standard deviation	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	Nmemb	(I3)	Number of cluster members	[ucd=meta.number]
#Column	NmembRV	(I1)	Number of cluster members with radial velocity measurements	[ucd=meta.number]
#Column	Flag	(A1)	[a] Note (1)	[ucd=meta.code.error]
#Column	logAge	(F6.3)	Logarithm of the cluster age	[ucd=time.age]
#Column	Dist	(F6.1)	Distance to the cluster	[ucd=pos.distance]
#Column	AV	(F6.3)	Line-of-sight extinction	[ucd=phys.absorption]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Seq;Cluster;RA_ICRS;s_RA_ICRS;DE_ICRS;s_DE_ICRS;GLON;s_GLON;GLAT;s_GLAT;plx;s_plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;Nmemb;NmembRV;Flag;logAge;Dist;AV;_RA.icrs;_DE.icrs
124.8800;-37.7700;433;UBC1434;124.88;  0.08;-37.77; 0.09;255.80; 0.09; -0.89; 0.07; 0.29; 0.01;-2.10; 0.05; 2.19; 0.07;      ;     ; 25;0; ; 8.002;3520.0; 1.997;124.8800;-37.7700
121.7400;-40.5900;434;UBC1435;121.74;  0.07;-40.59; 0.05;256.82; 0.05; -4.47; 0.05; 0.23; 0.03;-3.22; 0.05; 5.07; 0.07;      ;     ; 31;0; ; 8.589;4962.0; 1.515;121.7400;-40.5900
130.8500;-36.9700;435;UBC1436;130.85;  0.08;-36.97; 0.08;257.96; 0.08;  3.41; 0.07; 0.27; 0.03;-5.35; 0.08; 4.33; 0.07; 64.85; 1.02; 73;2; ; 8.987;3676.0; 0.986;130.8500;-36.9700
120.4900;-42.8000;436;UBC1437;120.49;  0.06;-42.80; 0.06;258.21; 0.05; -6.43; 0.04; 0.49; 0.01;-4.03; 0.05; 4.09; 0.07;      ;     ; 14;0; ; 8.084;2291.0; 0.804;120.4900;-42.8000
133.9400;-38.5700;437;UBC1438;133.94;  0.10;-38.57; 0.06;260.75; 0.08;  4.30; 0.06; 0.23; 0.03;-5.01; 0.08; 3.85; 0.09; 51.53;     ; 89;1; ; 8.924;4781.0; 1.174;133.9400;-38.5700
126.3000;-43.6200;438;UBC1439;126.30;  0.09;-43.62; 0.06;261.22; 0.06; -3.34; 0.07; 0.26; 0.03;-3.30; 0.06; 4.11; 0.06;      ;     ; 34;0; ; 8.866;4313.0; 2.642;126.3000;-43.6200
123.1700;-45.2500;439;UBC1440;123.17;  0.08;-45.25; 0.07;261.33; 0.07; -6.10; 0.07; 0.26; 0.03;-2.46; 0.08; 3.16; 0.09;      ;     ; 63;0; ; 9.308;4297.0; 1.167;123.1700;-45.2500
129.5800;-42.3700;440;UBC1441;129.58;  0.09;-42.37; 0.06;261.64; 0.07; -0.66; 0.06; 0.36; 0.03;-3.63; 0.07; 2.99; 0.07; 37.84;     ; 64;1;a; 7.990;3175.0; 3.504;129.5800;-42.3700
126.2200;-44.2900;441;UBC1442;126.22;  0.09;-44.29; 0.06;261.74; 0.07; -3.77; 0.06; 0.42; 0.02;-4.57; 0.08; 4.50; 0.06;      ;     ; 37;0; ; 7.704;2449.0; 1.914;126.2200;-44.2900
136.7500;-40.8800;442;UBC1443;136.75;  0.11;-40.88; 0.07;263.92; 0.10;  4.41; 0.04; 0.27; 0.02;-5.68; 0.08; 4.07; 0.09;      ;     ; 34;0; ; 8.806;3614.0; 1.169;136.7500;-40.8800
132.7200;-43.8200;443;UBC1444;132.72;  0.15;-43.82; 0.09;264.20; 0.08;  0.23; 0.11; 0.42; 0.02;-5.37; 0.12; 4.31; 0.07;      ;     ; 72;0;a; 6.723;2823.0; 2.957;132.7200;-43.8200
131.7200;-45.2300;444;UBC1445;131.72;  0.12;-45.23; 0.12;264.84; 0.10; -1.21; 0.11; 0.43; 0.01;-5.11; 0.07; 5.09; 0.07;      ;     ; 30;0; ; 6.969;2562.0; 1.552;131.7200;-45.2300
129.3400;-48.1200;445;UBC1446;129.34;  0.06;-48.12; 0.05;266.12; 0.05; -4.28; 0.04; 0.48; 0.01;-4.55; 0.07; 4.92; 0.06;      ;     ; 13;0; ; 7.053;2165.0; 1.003;129.3400;-48.1200
133.3200;-46.0200;446;UBC1447;133.32;  0.07;-46.02; 0.06;266.16; 0.06; -0.85; 0.04; 0.48; 0.02;-5.67; 0.06; 4.38; 0.07;      ;     ; 22;0; ; 7.203;2440.0; 2.497;133.3200;-46.0200
132.7700;-46.3800;447;UBC1448;132.77;  0.09;-46.38; 0.05;266.20; 0.07; -1.37; 0.04; 0.42; 0.02;-3.72; 0.06; 3.00; 0.07; 15.30; 0.18; 32;2; ; 8.335;2448.0; 1.752;132.7700;-46.3800
133.1800;-46.2900;448;UBC1449;133.18;  0.11;-46.29; 0.06;266.31; 0.07; -1.10; 0.06; 0.45; 0.01;-5.26; 0.09; 4.80; 0.10;      ;     ; 22;0; ; 7.087;2284.0; 2.166;133.1800;-46.2900
130.0000;-48.2400;449;UBC1450;130.00;  0.09;-48.24; 0.07;266.48; 0.07; -3.99; 0.06; 0.46; 0.02;-5.01; 0.07; 5.08; 0.06;      ;     ; 29;0; ; 7.649;2325.0; 1.186;130.0000;-48.2400
134.9100;-45.8100;450;UBC1451;134.91;  0.14;-45.81; 0.05;266.72; 0.07;  0.13; 0.08; 0.49; 0.03;-4.85; 0.07; 4.79; 0.07;      ;     ; 54;0; ; 7.563;2203.0; 2.818;134.9100;-45.8100
130.9400;-48.1600;451;UBC1452;130.94;  0.08;-48.16; 0.06;266.80; 0.04; -3.46; 0.06; 0.75; 0.01;-6.32; 0.08; 3.66; 0.08;      ;     ; 23;0; ; 7.551;1443.0; 0.775;130.9400;-48.1600
138.1700;-45.3900;452;UBC1453;138.17;  0.08;-45.39; 0.07;267.94; 0.08;  2.10; 0.04; 0.42; 0.02;-4.85; 0.08; 4.02; 0.07;      ;     ; 21;0; ; 7.724;2584.0; 2.370;138.1700;-45.3900
134.2200;-48.3500;453;UBC1454;134.22;  0.11;-48.35; 0.09;268.33; 0.06; -1.88; 0.10; 0.52; 0.01;-5.16; 0.04; 4.23; 0.07;      ;     ; 15;0; ; 7.137;2082.0; 2.803;134.2200;-48.3500
131.1300;-54.1300;454;UBC1455;131.13;  0.16;-54.13; 0.06;271.60; 0.09; -7.04; 0.06; 0.70; 0.02;-3.49; 0.08; 6.60; 0.11;      ;     ; 16;0; ; 8.613;1446.0; 0.621;131.1300;-54.1300
140.0300;-50.2300;455;UBC1456;140.03;  0.10;-50.23; 0.08;272.29; 0.07; -0.37; 0.07; 0.50; 0.02;-4.99; 0.07; 2.78; 0.06;      ;     ; 33;0; ; 7.883;2256.0; 2.030;140.0300;-50.2300
137.1500;-52.2300;456;UBC1457;137.15;  0.11;-52.23; 0.07;272.49; 0.07; -3.06; 0.06; 0.18; 0.03;-3.18; 0.09; 2.93; 0.09; 35.88;     ; 88;1; ; 9.214;5231.0; 1.723;137.1500;-52.2300
138.4100;-51.9100;457;UBC1458;138.41;  0.15;-51.91; 0.07;272.77; 0.07; -2.27; 0.09; 0.40; 0.02;-4.95; 0.07; 4.50; 0.07;  6.48;     ; 46;1; ; 8.193;2355.0; 1.809;138.4100;-51.9100
142.7500;-50.3200;458;UBC1459;142.75;  0.11;-50.32; 0.06;273.59; 0.08;  0.77; 0.05; 0.66; 0.01;-6.33; 0.05; 5.65; 0.05;      ;     ; 20;0; ; 8.066;1674.0; 1.612;142.7500;-50.3200
141.8000;-51.4700;459;UBC1460;141.80;  0.12;-51.47; 0.06;273.95; 0.07; -0.47; 0.07; 0.29; 0.02;-4.64; 0.06; 3.56; 0.07; 33.91;     ; 39;1; ; 7.532;3826.0; 1.743;141.8000;-51.4700
139.5700;-53.2900;460;UBC1461;139.57;  0.07;-53.29; 0.06;274.26; 0.06; -2.72; 0.05; 0.18; 0.03;-5.04; 0.07; 4.34; 0.08; 73.47; 0.99; 49;2; ; 9.228;6000.0; 0.794;139.5700;-53.2900
141.3500;-52.6700;461;UBC1462;141.35;  0.08;-52.67; 0.04;274.58; 0.03; -1.53; 0.06; 0.38; 0.01;-5.99; 0.05; 4.30; 0.04;      ;     ; 15;0; ; 7.924;2997.0; 1.401;141.3500;-52.6700
136.9900;-56.4300;462;UBC1463;136.99;  0.05;-56.43; 0.04;275.53; 0.05; -5.96; 0.03; 0.23; 0.02;-3.50; 0.07; 3.46; 0.06; 29.84;     ; 32;1; ; 9.068;5283.0; 1.030;136.9900;-56.4300
142.4400;-53.4600;463;UBC1464;142.44;  0.12;-53.46; 0.06;275.60; 0.07; -1.64; 0.06; 0.31; 0.02;-5.50; 0.07; 4.01; 0.06;      ;     ; 54;0; ; 8.115;3384.0; 2.676;142.4400;-53.4600
146.8700;-50.5600;464;UBC1465;146.87;  0.07;-50.56; 0.06;275.72; 0.05;  2.33; 0.06; 0.65; 0.01;-7.16; 0.03; 5.00; 0.05;      ;     ; 10;0; ; 8.227;1717.0; 1.326;146.8700;-50.5600
143.2000;-53.2800;465;UBC1466;143.20;  0.06;-53.28; 0.04;275.82; 0.04; -1.21; 0.04; 0.09; 0.03;-3.36; 0.08; 3.49; 0.07;      ;     ; 38;0;a; 8.853;8464.0; 2.451;143.2000;-53.2800
143.2901;-54.3700;466;UBC1467;143.29;  0.09;-54.37; 0.05;276.59; 0.06; -1.97; 0.04; 0.44; 0.01;-6.92; 0.06; 5.40; 0.05;      ;     ; 20;0; ; 8.264;2460.0; 1.646;143.2901;-54.3700
146.5700;-53.5900;467;UBC1468;146.57;  0.09;-53.59; 0.05;277.52; 0.05; -0.11; 0.06; 0.21; 0.02;-4.52; 0.07; 3.14; 0.08; 36.14; 0.05; 43;2; ; 8.093;6019.0; 2.989;146.5700;-53.5900
143.1300;-57.1700;468;UBC1469;143.13;  0.09;-57.17; 0.06;278.43; 0.06; -4.09; 0.05; 0.36; 0.01;-3.98; 0.06; 3.74; 0.04;      ;     ; 20;0; ; 8.471;3223.0; 2.170;143.1300;-57.1700
148.8700;-54.1400;469;UBC1470;148.87;  0.12;-54.14; 0.05;278.92; 0.07;  0.32; 0.05; 0.32; 0.01;-6.20; 0.08; 4.25; 0.06;      ;     ; 17;0; ; 7.826;3178.0; 1.433;148.8700;-54.1400
148.3200;-55.0300;470;UBC1471;148.32;  0.09;-55.03; 0.07;279.22; 0.07; -0.58; 0.06; 0.40; 0.01;-5.79; 0.07; 3.45; 0.07;  7.95;     ; 28;1; ; 7.515;2685.0; 1.154;148.3200;-55.0300
149.2900;-56.0400;471;UBC1472;149.29;  0.05;-56.04; 0.05;280.28; 0.03; -1.03; 0.05; 0.40; 0.01;-5.79; 0.05; 3.25; 0.03;      ;     ; 11;0; ; 7.707;2728.0; 1.484;149.2900;-56.0400
151.0901;-55.5200;472;UBC1473;151.09;  0.10;-55.52; 0.07;280.78; 0.07; -0.01; 0.06; 0.35; 0.01;-7.13; 0.07; 4.25; 0.06;      ;     ; 18;0;a; 7.477;3049.0; 2.658;151.0901;-55.5200
153.8301;-57.3300;473;UBC1474;153.83;  0.14;-57.33; 0.07;283.06; 0.09; -0.61; 0.06; 0.60; 0.01;-7.17; 0.04; 5.22; 0.07; -5.11;     ; 19;1; ; 8.645;1713.0; 0.466;153.8301;-57.3300
152.8501;-59.0800;474;UBC1475;152.85;  0.07;-59.08; 0.04;283.63; 0.04; -2.34; 0.03; 0.25; 0.01;-6.65; 0.08; 4.01; 0.07;      ;     ; 20;0; ; 7.568;4315.0; 2.535;152.8501;-59.0800
155.1901;-57.9500;475;UBC1476;155.19;  0.10;-57.95; 0.06;284.01; 0.07; -0.72; 0.05; 0.33; 0.01;-6.90; 0.05; 3.86; 0.05;      ;     ; 20;0; ; 7.661;3310.0; 1.522;155.1901;-57.9500
155.2900;-58.9900;476;UBC1477;155.29;  0.14;-58.99; 0.07;284.62; 0.07; -1.57; 0.07; 0.30; 0.02;-5.15; 0.07; 2.62; 0.08; -7.66;     ; 41;1; ; 7.701;3867.0; 1.702;155.2900;-58.9900
156.3100;-59.0800;477;UBC1478;156.31;  0.10;-59.08; 0.04;285.11; 0.04; -1.36; 0.05; 0.27; 0.02;-5.75; 0.06; 3.90; 0.07;      ;     ; 37;0; ; 8.522;4511.0; 1.734;156.3100;-59.0800
155.9801;-60.0300;478;UBC1479;155.98;  0.10;-60.03; 0.06;285.48; 0.05; -2.26; 0.06; 0.24; 0.01;-6.57; 0.06; 3.37; 0.03;      ;     ; 19;0;a; 8.112;4388.0; 1.006;155.9801;-60.0300
158.8601;-60.0700;479;UBC1480;158.86;  0.16;-60.07; 0.06;286.72; 0.08; -1.55; 0.06; 0.19; 0.02;-7.14; 0.08; 3.10; 0.07;      ;     ; 78;0; ; 8.104;5490.0; 1.474;158.8601;-60.0700
158.9001;-60.0700;480;UBC1481;158.90;  0.15;-60.07; 0.05;286.74; 0.07; -1.54; 0.06; 0.40; 0.01;-7.66; 0.05; 2.73; 0.07;      ;     ; 28;0;a; 8.185;2788.0; 0.309;158.9001;-60.0700
161.5800;-57.6900;481;UBC1482;161.58;  0.13;-57.69; 0.08;286.81; 0.06;  1.21; 0.08; 0.20; 0.03;-5.57; 0.08; 2.77; 0.08; 11.46;     ; 87;1; ; 8.757;5519.0; 1.585;161.5800;-57.6900
159.0201;-60.6300;482;UBC1483;159.02;  0.15;-60.63; 0.07;287.08; 0.08; -2.00; 0.07; 0.41; 0.02;-7.72; 0.07; 2.65; 0.07; -7.90;     ; 70;1; ; 8.138;2625.0; 0.337;159.0201;-60.6300
162.2400;-59.0400;483;UBC1484;162.24;  0.08;-59.04; 0.03;287.75; 0.04;  0.17; 0.04; 0.23; 0.01;-5.37; 0.09; 1.43; 0.08;      ;     ; 34;0; ; 9.292;4906.0; 2.560;162.2400;-59.0400
165.1601;-56.7400;484;UBC1485;165.16;  0.14;-56.74; 0.05;288.14; 0.07;  2.91; 0.06; 0.38; 0.01;-7.40; 0.06; 2.40; 0.04;      ;     ; 17;0; ; 8.388;2821.0; 0.490;165.1601;-56.7400
164.9201;-58.2100;485;UBC1486;164.92;  0.07;-58.21; 0.04;288.64; 0.04;  1.53; 0.03; 0.23; 0.01;-8.86; 0.05; 3.33; 0.06; -2.85;12.05; 14;2; ; 9.467;5774.0; 1.109;164.9201;-58.2100
163.7501;-60.1600;486;UBC1487;163.75;  0.09;-60.16; 0.08;288.92; 0.06; -0.50; 0.07; 0.42; 0.01;-6.58; 0.06; 2.13; 0.05;      ;     ; 24;0; ; 8.145;2562.0; 1.096;163.7501;-60.1600
163.4601;-60.6800;487;UBC1488;163.46;  0.17;-60.68; 0.06;289.02; 0.09; -1.02; 0.05; 0.27; 0.02;-8.21; 0.06; 2.71; 0.05;      ;     ; 50;0; ; 8.749;3656.0; 1.215;163.4601;-60.6800
163.7201;-60.5400;488;UBC1489;163.72;  0.13;-60.54; 0.05;289.07; 0.06; -0.84; 0.05; 0.37; 0.01;-7.36; 0.05; 2.31; 0.05;      ;     ; 22;0; ; 8.493;3073.0; 0.889;163.7201;-60.5400
163.7001;-60.6300;489;UBC1490;163.70;  0.17;-60.63; 0.08;289.10; 0.08; -0.93; 0.08; 0.20; 0.02;-7.39; 0.07; 2.98; 0.06; -3.96;     ; 55;1; ; 7.519;5195.0; 1.304;163.7001;-60.6300
164.8900;-59.4500;490;UBC1491;164.89;  0.13;-59.45; 0.05;289.14; 0.06;  0.40; 0.06; 0.20; 0.01;-5.14; 0.07; 2.00; 0.04;      ;     ; 30;0;a; 7.045;5034.0; 1.050;164.8900;-59.4500
162.3601;-62.1300;491;UBC1492;162.36;  0.19;-62.13; 0.13;289.20; 0.10; -2.56; 0.12; 0.20; 0.01;-5.56; 0.11; 2.20; 0.07;      ;     ; 52;0; ; 7.990;4801.0; 0.815;162.3601;-62.1300
164.6301;-60.0000;492;UBC1493;164.63;  0.10;-60.00; 0.05;289.25; 0.04; -0.16; 0.05; 0.21; 0.01;-5.86; 0.06; 2.33; 0.06;      ;     ; 33;0; ; 7.624;4682.0; 1.591;164.6301;-60.0000
159.0801;-65.1800;493;UBC1494;159.08;  0.12;-65.18; 0.06;289.36; 0.05; -5.93; 0.06; 0.44; 0.01;-5.76; 0.08; 2.61; 0.06;      ;     ; 22;0; ; 8.516;2256.0; 0.564;159.0801;-65.1800
170.0100;-53.1900;494;UBC1495;170.01;  0.22;-53.19; 0.15;289.37; 0.14;  7.26; 0.14; 0.20; 0.02;-6.54; 0.30; 2.10; 0.14; 54.67;     ; 54;1; ; 9.381;5768.0; 0.675;170.0100;-53.1900
164.1401;-61.3300;495;UBC1496;164.14;  0.14;-61.33; 0.11;289.60; 0.06; -1.47; 0.12; 0.25; 0.01;-6.09; 0.07; 2.18; 0.05;      ;     ; 24;0; ; 8.248;3817.0; 0.792;164.1401;-61.3300
166.1100;-61.1100;496;UBC1497;166.11;  0.18;-61.11; 0.08;290.37; 0.09; -0.88; 0.07; 0.21; 0.01;-5.58; 0.07; 1.50; 0.06;      ;     ; 31;0; ; 7.094;5830.0; 1.384;166.1100;-61.1100
165.8101;-61.7000;497;UBC1498;165.81;  0.23;-61.70; 0.10;290.48; 0.12; -1.47; 0.08; 0.26; 0.01;-6.63; 0.09; 2.07; 0.15; -6.54;     ; 83;1; ; 8.084;3933.0; 0.820;165.8101;-61.7000
173.9001;-55.6400;498;UBC1499;173.90;  0.13;-55.64; 0.05;292.31; 0.07;  5.66; 0.05; 0.24; 0.02;-8.35; 0.10; 2.78; 0.08;-35.47;     ; 46;1; ; 9.595;4453.0; 0.814;173.9001;-55.6400
171.1301;-61.4800;499;UBC1500;171.13;  0.15;-61.48; 0.06;292.75; 0.07; -0.34; 0.06; 0.31; 0.02;-6.23; 0.08; 1.66; 0.06;      ;     ; 51;0; ; 7.564;3322.0; 1.043;171.1301;-61.4800
172.4001;-61.2300;500;UBC1501;172.40;  0.15;-61.23; 0.05;293.24; 0.07;  0.10; 0.05; 0.31; 0.01;-5.69; 0.07; 1.12; 0.04;      ;     ; 33;0; ; 8.170;3389.0; 1.066;172.4001;-61.2300
172.6801;-61.0600;501;UBC1502;172.68;  0.21;-61.06; 0.08;293.32; 0.09;  0.30; 0.10; 0.16; 0.02;-7.04; 0.10; 1.84; 0.05;      ;     ;107;0; ; 8.913;5905.0; 1.215;172.6801;-61.0600
172.9201;-60.8200;502;UBC1503;172.92;  0.09;-60.82; 0.05;293.36; 0.04;  0.56; 0.05; 0.32; 0.01;-6.35; 0.07; 1.11; 0.05;      ;     ; 24;0;a; 7.737;3404.0; 0.610;172.9201;-60.8200
175.4201;-59.5600;503;UBC1504;175.42;  0.08;-59.56; 0.03;294.19; 0.04;  2.12; 0.03; 0.42; 0.01;-7.25; 0.07; 1.21; 0.05;      ;     ; 17;0; ; 7.518;2877.0; 0.919;175.4201;-59.5600
175.9901;-60.5500;504;UBC1505;175.99;  0.12;-60.55; 0.06;294.72; 0.06;  1.25; 0.05; 0.16; 0.02;-7.87; 0.06; 1.77; 0.05;      ;     ; 47;0; ; 8.977;5922.0; 1.616;175.9901;-60.5500
177.6601;-60.7500;505;UBC1506;177.66;  0.29;-60.75; 0.08;295.57; 0.14;  1.25; 0.09; 0.21; 0.02;-6.89; 0.09; 1.06; 0.08;-15.24; 6.78;160;2; ; 9.192;4469.0; 1.267;177.6601;-60.7500
177.3801;-61.4900;506;UBC1507;177.38;  0.09;-61.49; 0.04;295.61; 0.04;  0.50; 0.04; 0.45; 0.01;-7.02; 0.04; 0.94; 0.06;      ;     ; 19;0; ; 8.402;2431.0; 0.440;177.3801;-61.4900
177.3201;-61.6200;507;UBC1508;177.32;  0.13;-61.62; 0.08;295.62; 0.07;  0.37; 0.07; 0.21; 0.01;-6.67; 0.07; 1.11; 0.07;      ;     ; 23;0; ; 8.222;4725.0; 1.332;177.3201;-61.6200
176.5801;-64.1000;508;UBC1509;176.58;  0.18;-64.10; 0.07;295.89; 0.08; -2.12; 0.07; 0.28; 0.02;-6.01; 0.06; 0.65; 0.05;      ;     ; 44;0; ; 7.201;3995.0; 1.710;176.5801;-64.1000
178.7701;-61.6600;509;UBC1510;178.77;  0.11;-61.66; 0.06;296.30; 0.05;  0.48; 0.06; 0.32; 0.01;-6.19; 0.08; 0.73; 0.05;      ;     ; 29;0; ; 7.840;3278.0; 0.845;178.7701;-61.6600
180.4101;-62.7800;510;UBC1511;180.41;  0.10;-62.78; 0.03;297.27; 0.04; -0.45; 0.03; 0.17; 0.02;-7.45; 0.07; 0.39; 0.07;      ;     ; 45;0; ; 8.670;5177.0; 2.211;180.4101;-62.7800
180.9700;-63.6200;511;UBC1512;180.97;  0.14;-63.62; 0.05;297.68; 0.06; -1.23; 0.05; 0.29; 0.02;-5.08; 0.06; 0.93; 0.06;      ;     ; 51;0; ; 8.419;3641.0; 1.820;180.9700;-63.6200
182.0800;-61.8800;512;UBC1513;182.08;  0.09;-61.88; 0.04;297.87; 0.05;  0.56; 0.04; 0.31; 0.01;-5.37; 0.06; 0.08; 0.05;      ;     ; 24;0; ; 7.872;3246.0; 1.194;182.0800;-61.8800
182.3501;-61.3200;513;UBC1514;182.35;  0.11;-61.32; 0.06;297.91; 0.05;  1.14; 0.06; 0.33; 0.04;-6.92; 0.08; 0.58; 0.07;-41.96; 1.02;105;2; ; 9.257;3385.0; 1.062;182.3501;-61.3200
186.6701;-62.3700;514;UBC1515;186.67;  0.07;-62.37; 0.03;300.06; 0.03;  0.36; 0.03; 0.26; 0.01;-6.50; 0.05;-0.04; 0.04;      ;     ; 16;0; ; 8.232;3746.0; 1.946;186.6701;-62.3700
190.7801;-61.8500;515;UBC1516;190.78;  0.05;-61.85; 0.03;301.95; 0.02;  1.01; 0.03; 0.29; 0.01;-6.53; 0.07;-1.07; 0.06;-26.48;     ; 21;1; ; 8.465;4182.0; 3.762;190.7801;-61.8500
193.7900;-61.0600;516;UBC1517;193.79;  0.15;-61.06; 0.06;303.38; 0.07;  1.81; 0.06; 0.31; 0.03;-5.23; 0.07;-0.36; 0.07;-14.71;35.92; 90;2; ; 8.173;3501.0; 1.389;193.7900;-61.0600
194.2001;-63.8300;517;UBC1518;194.20;  0.07;-63.83; 0.02;303.52; 0.03; -0.96; 0.02; 0.36; 0.01;-6.32; 0.04;-0.99; 0.04; -7.43; 2.82; 20;2; ; 9.064;3157.0; 2.287;194.2001;-63.8300
194.4401;-65.2600;518;UBC1519;194.44;  0.21;-65.26; 0.06;303.59; 0.09; -2.39; 0.06; 0.22; 0.02;-7.03; 0.07;-0.57; 0.05;-42.15;     ; 50;1; ; 9.218;5339.0; 1.161;194.4401;-65.2600
194.7101;-61.0600;519;UBC1520;194.71;  0.13;-61.06; 0.06;303.83; 0.06;  1.80; 0.06; 0.35; 0.02;-6.19; 0.09;-1.03; 0.06;-13.31;     ; 53;1; ; 8.775;2969.0; 1.229;194.7101;-61.0600
196.3400;-60.9800;520;UBC1521;196.34;  0.15;-60.98; 0.05;304.62; 0.07;  1.85; 0.05; 0.32; 0.02;-4.61; 0.05;-0.49; 0.05;      ;     ; 41;0; ; 7.629;3591.0; 1.602;196.3400;-60.9800
198.1900;-64.2600;521;UBC1522;198.19;  0.15;-64.26; 0.03;305.25; 0.06; -1.49; 0.03; 0.45; 0.01;-4.34; 0.06;-0.52; 0.06;-17.69;     ; 29;1; ; 8.891;2585.0; 1.030;198.1900;-64.2600
211.8900;-61.7200;522;UBC1523;211.89;  0.20;-61.72; 0.06;311.82; 0.09; -0.17; 0.06; 0.55; 0.01;-4.85; 0.04;-2.03; 0.06;      ;     ; 27;0; ; 7.771;1934.0; 1.088;211.8900;-61.7200
214.4701;-62.5600;523;UBC1524;214.47;  0.05;-62.56; 0.03;312.71; 0.02; -1.34; 0.03; 0.23; 0.02;-7.41; 0.06;-3.44; 0.07;      ;     ; 41;0; ; 8.990;4629.0; 3.253;214.4701;-62.5600
